id,direccion,esquina,colonia,alcaldia,boton,altavoz,tipo_de_poste,estatus_conectividad,latitud,longitud,geopoint
118,CALZ. OBRERO MUNDIAL,C. JOSE ENRIQUE PESTALOZZI,PIEDAD NARVARTE,BENITO JUAREZ,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.401619,-99.157782,"19.401619,-99.157782"
119,PROL. XOCHICALCO,AV. REPUBLICAS,SANTA CRUZ ATOYAC,BENITO JUAREZ,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.36447,-99.159163,"19.36447,-99.159163"
120,C. CUICUILCO,C. MITLA,LEANDRO VALLE,BENITO JUAREZ,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.375887,-99.152357,"19.375887,-99.152357"
121,C. RAMON Y CAJAL,AV. DE LAS AMERICAS,MODERNA,BENITO JUAREZ,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.392942,-99.134936,"19.392942,-99.134936"
122,( EJE 4 SUR ) AV. NAPOLEON,C. MIGUEL ANGEL,MODERNA,BENITO JUAREZ,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.393448,-99.135711,"19.393448,-99.135711"
123,AV. SANTA ANA EDIFICIO 3,ENTRE 2DA PRIV. DE SANTA ANNA Y 1ER AND. DE CANAL NACIONAL,U. H. OBRERO CTM SECC. CULHUACAN VII,COYOACAN,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.327433,-99.109507,"19.327433,-99.109507"
124,C. GEMELOS,OSA MAYOR,PRADOS CHURUBUSCO,COYOACAN,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.355347,-99.129079,"19.355347,-99.129079"
125,C. CERRO DEL CUBILETE,C. CERRO BOLUDO,CAMPESTRE CHURUBUSCO,COYOACAN,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.343933,-99.13278,"19.343933,-99.13278"
126,AV. DEL PARQUE,ENTRE RETORNO 45 Y RETORNO 50,AVANTE,COYOACAN,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.325954,-99.134027,"19.325954,-99.134027"
127,C. EUSEBIO ROSAS DE LA ROSA,ENTRE RETORNO 39 Y RETORNO 34,AVANTE,COYOACAN,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.328037,-99.131151,"19.328037,-99.131151"
128,C. HEROES,ENTRE C. VIOLETA Y C. MINA (C. SAN FERNANDO),GUERRERO,CUAUHTEMOC,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.439922,-99.147013,"19.439922,-99.147013"
129,C. HEROES,AV. MOSQUETA (EJE 1 NTE.),GUERRERO,CUAUHTEMOC,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.444939,-99.145911,"19.444939,-99.145911"
130,C. RAMON LOPEZ VELARDE,ENTRE C. STA. MA. LA RIBERA Y C. JAIME TORRES BODET,SANTA MARIA LA RIBERA,CUAUHTEMOC,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.444159,-99.157932,"19.444159,-99.157932"
131,C. DEL CARMEN,C. REP. DE COLOMBIA,CENTRO,CUAUHTEMOC,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.438103,-99.129298,"19.438103,-99.129298"
132,C. MESONES,2DO. CJON. DE MESONES,CENTRO,CUAUHTEMOC,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.428019,-99.131158,"19.428019,-99.131158"
133,SUR 77,AV. MORELOS (EJE 3 SUR) Y CALZ. DE LA VIGA,AMPL. ASTURIAS,CUAUHTEMOC,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.408827,-99.127567,"19.408827,-99.127567"
134,EJE 1 OTE. LA VIGA,AV. LORENZO BOTURINI,LORENZO BOTURINI,VENUSTIANO CARRANZA,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.417469,-99.127504,"19.417469,-99.127504"
135,C. 5 DE FEBRERO,C. ALVA IXTLIXOCHITL,OBRERA,CUAUHTEMOC,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.419643,-99.136054,"19.419643,-99.136054"
136,C. BOLIVAR,ENTRE C. CHIMALPOPOCA Y AV. FRAY SERVANDO TERESA DE MIER,CENTRO,CUAUHTEMOC,CON BOTON,CON ALTAVOZ,9m,REPORTE DE FALLA,19.422584,-99.139899,"19.422584,-99.139899"
137,C. JOSE A. TORRES,EJE 2 SUR AV. DEL TALLER,PAULINO NAVARRO,CUAUHTEMOC,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.413162,-99.132737,"19.413162,-99.132737"
138,C. DR. F. GOMEZ SANTOS,PRIV. DR. MARQUEZ,DOCTORES,CUAUHTEMOC,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.408062,-99.150614,"19.408062,-99.150614"
139,EJE 2 SUR DR. OLVERA,C. DR. BARRAGAN,DOCTORES,CUAUHTEMOC,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.415339,-99.144929,"19.415339,-99.144929"
140,AV. JUAREZ (SIN NOMBRE),C. 5 DE MAYO,PUEBLO SAN BARTOLOME XICOMULCO,MILPA ALTA,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.206778,-99.070894,"19.206778,-99.070894"
141,AV. CONSTITUCION,AV. MEXICO NORTE,PUEBLO VILLA MILPA ALTA,MILPA ALTA,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.191043,-99.023824,"19.191043,-99.023824"
142,C. QUETZALCOATL,ENTRE C. VENUSTIANO CARRANZA Y C. JUSTO SIERRA,BARRIO PANCHIMALCO,MILPA ALTA,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.201323,-99.048653,"19.201323,-99.048653"
143,AV. FABIAN FLORES,C. EMILIANO ZAPATA,PUEBLO SAN PABLO OZTOTEPEC,MILPA ALTA,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.186474,-99.073849,"19.186474,-99.073849"
144,AV. MORELOS PTE.,ENTRE C. TEPEQUENTECH Y C. OTRIQUISCO,PUEBLO SAN SALVADOR CUAUHTENCO,MILPA ALTA,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.194481,-99.095452,"19.194481,-99.095452"
145,AV. PUEBLA PTE.,AV. SINALOA NORTE,BARRIO SANTA MARTHA,MILPA ALTA,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.194966,-99.026785,"19.194966,-99.026785"
146,AV. 414,AV. JOSE LORETO FABELA,PUEBLO SAN JUAN DE ARAGON,GUSTAVO A. MADERO,SIN BOTON,SIN ALTAVOZ,9m,REPORTE DE FALLA,19.470659,-99.079631,"19.470659,-99.079631"
147,AV. LÁZARO CÁRDENAS,1RA. CDA. LÁZARO CÁRDENAS,CUAUTEPEC DE MADERO BARRIO BAJO,GUSTAVO A. MADERO,CON BOTON,CON ALTAVOZ,9m,REPORTE DE FALLA,19.541936,-99.141415,"19.541936,-99.141415"
148,AV. 608,AV. 412 ( EJE 5 NORTE ),SAN JUAN DE ARAGON 4a SECCION,GUSTAVO A. MADERO,CON BOTON,CON ALTAVOZ,9m,REPORTE DE FALLA,19.461218,-99.063512,"19.461218,-99.063512"
149,AV. DE LA ESCOLLERA,BUOLEVARD  DEL TEMOLUCO,ACUEDUCTO DE GUADALUPE,GUSTAVO A. MADERO,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.525019,-99.148762,"19.525019,-99.148762"
150,QUERETARO,MICHOACAN,CHALMA DE GUADALUPE,GUSTAVO A. MADERO,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.54935,-99.152197,"19.54935,-99.152197"
151,C. AGUASCALIENTES,C. OAXACA,CHALMA DE GUADALUPE,GUSTAVO A. MADERO,CON BOTON,CON ALTAVOZ,9m,REPORTE DE FALLA,19.551754,-99.152238,"19.551754,-99.152238"
152,ARTURO CASTRO,VIRGINIA FABREGAS,JORGE NEGRETE,GUSTAVO A. MADERO,CON BOTON,CON ALTAVOZ,9m,REPORTE DE FALLA,19.529617,-99.144462,"19.529617,-99.144462"
153,C. BRAULIO GUERRERO,CALZ. EMILIANO ZAPATA,GUADALUPE VICTORIA,GUSTAVO A. MADERO,CON BOTON,CON ALTAVOZ,9m,REPORTE DE FALLA,19.540264,-99.140328,"19.540264,-99.140328"
154,AV. 508,ENTRE AV. 547   y  AV. 549,U.H.SAN JUAN DE AGRAGON 2da.SECC.,GUSTAVO A. MADERO,CON BOTON,CON ALTAVOZ,9m,REPORTE DE FALLA,19.459208,-99.084223,"19.459208,-99.084223"
155,C. CATAMARCA,C. SALAVERRY,RESIDENCIAL ZACATENCO,GUSTAVO A. MADERO,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.503605,-99.126371,"19.503605,-99.126371"
156,C. SAUL,C. MARTHA,GUADALUPE TEPEYAC,GUSTAVO A. MADERO,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.468763,-99.118772,"19.468763,-99.118772"
157,CALZ. PROL. MISTERIOS,AV. INSURGENTES,SANTA ISABEL TOLA,GUSTAVO A. MADERO,SIN BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.491149,-99.119667,"19.491149,-99.119667"
158,AV. 529,5ta. CDA. AV. 525,U. H. SAN JUAN DE ARAGÓN 1ra.SECCIÓN,GUSTAVO A. MADERO,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.458297,-99.0898,"19.458297,-99.0898"
159,C. 633,2da. CDA. DE C. 633,SAN JUAN DE ARAGON 4a. Y 5a. SECCION,GUSTAVO A. MADERO,CON BOTON,CON ALTAVOZ,9m,REPORTE DE FALLA,19.457111,-99.065658,"19.457111,-99.065658"
160,EJE 2 ORIENTE CALZ. LA VIGA (CALZ. DE LA VIGA),EJE 5 SUR SANTA MARIA LA PURISIMA (PURISIMA EJE 5 SUR),EL TRIUNFO,IZTAPALAPA,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.38004,-99.122578,"19.38004,-99.122578"
161,C. AMACUZAC,C. JESUS URUETA,BARRIO SAN PEDRO,IZTACALCO,SIN BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.393266,-99.126835,"19.393266,-99.126835"
162,C. CORUÑA,C. SUR 69,VIADUCTO PIEDAD,IZTACALCO,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.401154,-99.130056,"19.401154,-99.130056"
163,EJE 1 OTE. ANDRES MOLINA ENRIQUEZ,ENTRE CALZ. SANTA ANITA Y C. CORUÑA,VIADUCTO PIEDAD,IZTACALCO,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.399666,-99.129145,"19.399666,-99.129145"
164,C. VALENTIN GOMEZ FARIAS,AND. SANTOS DEGOLLADO,CAMP. 2 DE OCTUBRE,IZTACALCO,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.382935,-99.113544,"19.382935,-99.113544"
165,C. GUILLERMO PRIETO,C. SANTOS DEGOLLADO,CAMP. 2 DE OCTUBRE,IZTACALCO,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.383789,-99.113341,"19.383789,-99.113341"
166,C. FCO. I. MADERO,C. SAN MATIAS,BARRIO SAN MIGUEL,IZTACALCO,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.391655,-99.119887,"19.391655,-99.119887"
167,AND. ALFREDO CHAVERO,AV. CANAL DE APATLACO,CAMP. 2 DE OCTUBRE,IZTACALCO,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.382311,-99.118851,"19.382311,-99.118851"
168,C. VAINILLA,C. CENTENO,GRANJAS MEXICO,IZTACALCO,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.399256,-99.096865,"19.399256,-99.096865"
169,C. GOMA,C. CENTENO,GRANJAS MEXICO,IZTACALCO,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.400375,-99.102688,"19.400375,-99.102688"
170,CTO. INTERIOR RIO CHURUBUSCO,C. CARLOS JUAN FINLAY,INPI PICOS,IZTACALCO,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.387801,-99.100721,"19.387801,-99.100721"
171,RET 1  ROBERTO KOCH,RET 2 ROBERTO KOCH,INIPI PICOS,IZTACALCO,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.387376,-99.101978,"19.387376,-99.101978"
172,AV. 5,ESQ.: ORIENTE 110,GABRIEL RAMOS MILLAN,IZTACALCO,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.391397,-99.103551,"19.391397,-99.103551"
173,CALLE 1,AVENIDA UNION,AGRICOLA PANTITLAN,IZTACALCO,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.417461,-99.068291,"19.417461,-99.068291"
174,C. SAN ANDRES TETEPILCO,EJE 1 OTE. AV. A. MOLINA ENRIQUEZ,SAN ANDRES TETEPILCO,IZTAPALAPA,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.369576,-99.130016,"19.369576,-99.130016"
175,AV. AGUSTIN YAÑES,C. SUR 103-A,SECTOR POPULAR,IZTAPALAPA,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.365796,-99.118472,"19.365796,-99.118472"
176,AV. JORGE ENCISO,C. SUR 107-A,HEROES DE CHURUBUSCO,IZTAPALAPA,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.359562,-99.118067,"19.359562,-99.118067"
177,C. BENITO JUAREZ,C. FRANCISCO I: MADERO,PUEBLO LOS REYES CULHUACAN,IZTAPALAPA,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.345255,-99.109264,"19.345255,-99.109264"
178,C. TOPOGRAFOS,C. INGENIEROS PETROLEROS,NUEVA ROSITA,IZTAPALAPA,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.376096,-99.104556,"19.376096,-99.104556"
179,AV. AÑO DE JUAREZ,ENTRE CALLE 2 Y EJE 8 SUR CALZ. ERMITA IZTAPALAPA,GRANJAS SAN ANTONIO,IZTAPALAPA,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.35646,-99.109311,"19.35646,-99.109311"
180,C. ESCOBILLERA,C. EMBARCADERO,LOS PASEOS DE CHURUBUSCO,IZTAPALAPA,SIN BOTON,SIN ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.380956,-99.07983,"19.380956,-99.07983"
181,C. IGNACIO COMONFORT,C. ITURBIDE,BARRIO SAN LUCAS,IZTAPALAPA,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.359558,-99.096967,"19.359558,-99.096967"
182,CTO. RIO COLORADO,CTO. RIO CARMEN,C. H. REAL DEL MORAL,IZTAPALAPA,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.390806,-99.082631,"19.390806,-99.082631"
183,C. M. GONZÁLEZ,C. IGNACIO COMONFORT,BARRIO SAN LUCAS,IZTAPALAPA,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.35893,-99.094536,"19.35893,-99.094536"
184,AV. JALISCO,C. FERNANDO MONTES DE OCA,GUADALUPE DEL MORAL,IZTAPALAPA,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.369851,-99.076354,"19.369851,-99.076354"
185,C. QUETZAL,ENTRE C. GREGORIO TORRES QUINTERO Y HIDALGO MONROY,BARRIO SAN MIGUEL,IZTAPALAPA,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.355734,-99.074353,"19.355734,-99.074353"
186,AV. RIO SOTO LA MARINA,CTO. RIO MIXTECO,CONJUNTO HAB. REAL DEL MORAL,IZTAPALAPA,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.385334,-99.081267,"19.385334,-99.081267"
187,C. HOMBRES ILUSTRES,CALZ. ERMITA IZTAPALAPA,BARRIO SAN LUCAS,IZTAPALAPA,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.357638,-99.094332,"19.357638,-99.094332"
188,C. RIO STA. MARIA,AVENIDA EJE 4 SUR SAN RAFAEL ATLIXCO,C.H. REAL DEL MORAL,IZTAPALAPA,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.389387,-99.083566,"19.389387,-99.083566"
189,AV. UNIDAD MODELO,PROLONGACION EMILIANO ZAPATA,UNIDAD MODELO,IZTAPALAPA,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.362095,-99.125709,"19.362095,-99.125709"
190,RET. 206 DE AV. R. CHURUBUSCO,CIRCUITO INTERIOR AV. RIO CHURUBUSCO,UNIDAD MODELO,IZTAPALAPA,SIN BOTON,CON ALTAVOZ,9m,REPORTE DE FALLA,19.363774,-99.127693,"19.363774,-99.127693"
191,C. ABRAHAM GONZALEZ,AV. MEXICO,SANTA MARIA AZTAHUACAN,IZTAPALAPA,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.357857,-99.02203,"19.357857,-99.02203"
192,PROL. TELECOMUNICACIONES,AVENIDA TELECOMUNICACIONES,UNID. HAB. GUELATAO DE JUAREZ,IZTACALCO,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.385369,-99.048515,"19.385369,-99.048515"
193,AV. CENTRAL (MERCADO V. CARRANZA),ENTRE C. CONSTITUCIÓN DE APATZINGAN Y AV. UNIVERSIDAD,U. H. EJERCITO CONSTITUCIONALISTA,IZTAPALAPA,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.386379,-99.056802,"19.386379,-99.056802"
194,AV. GUELATAO,CDA. DEL ISSSTE,U. H. IGNACIO ZARAGOZA,IZTAPALAPA,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.384749,-99.037939,"19.384749,-99.037939"
195,GENERAL JUAN ENRIQUE,ESQ. JUAN M. GUTIERREZ,JUAN ESCUTIA,IZTAPALAPA,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.395441,-99.048782,"19.395441,-99.048782"
196,GENERAL VICENTE MARISCAL,ESQ. LINO MERINO,JUAN ESCUTIA,IZTAPALAPA,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.394309,-99.047897,"19.394309,-99.047897"
197,RIÓ ECATEPEC,C. PONCE DE LEÓN (C. JOSÉ MA. MOCTEZUMA),POPULAR ERMITA ZARAGOZA,IZTAPALAPA,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.364749,-99.002427,"19.364749,-99.002427"
198,C. SALVADOR CARRANCO,C. J. M. GUTIÉRREZ,U. H. LA COLMENA,IZTAPALAPA,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.371437,-98.999724,"19.371437,-98.999724"
199,C. FILOMENO MATA,C. MIGUEL HIDALGO,Z.U.STA. MARIA AZTAHUACAN,IZTAPALAPA,SIN BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.353132,-99.03745,"19.353132,-99.03745"
200,AV. EXPLORADORES EJERCITO DE ORIENTE,C. GUADALUPE LOPEZ,EJERCITO DE ORIENTE SECC. III,IZTAPALAPA,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.365996,-99.024932,"19.365996,-99.024932"
201,1er. RETORNO BATALLON CHIAUTLA,C. FUERTE DE LORETO,EJERCITO DE ORIENTE SECC. IV,IZTAPALAPA,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.36647,-99.029536,"19.36647,-99.029536"
202,C. ORIENTE 166,C. SUR 69,JUSTO SIERRA,IZTAPALAPA,SIN BOTON,CON ALTAVOZ,9m,REPORTE DE FALLA,19.365209,-99.136664,"19.365209,-99.136664"
203,C. FRANCISCO I. MADERO,C. PORFIRIO DIAZ,PUEBLO STA. MARTHA ACATITLA,IZTAPALAPA,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.362162,-99.010146,"19.362162,-99.010146"
204,C. SUR 73,C. ORIENTE 172,JUSTO SIERRA,IZTAPALAPA,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.36308,-99.134004,"19.36308,-99.134004"
205,AV. EMILIANO ZAPATA,ENTRE C. TRANSFIGURACION Y C. IZTACIHUATL,BARRIO SAN ANTONIO,IZTAPALAPA,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.302747,-99.073012,"19.302747,-99.073012"
206,AV. 1,C. VISTA HERMOSA,LOMAS DE SAN LORENZO,IZTAPALAPA,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.318814,-99.064596,"19.318814,-99.064596"
207,C. RIO ATOYAC,AV. JOSE LOPEZ PORTILLO (AV. 3),LOMAS DE SAN LORENZO,IZTAPALAPA,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.320764,-99.058956,"19.320764,-99.058956"
208,ACCION SOCIAL,ENTRE CONDIMINIO 5 Y CONDOMINIO 6,U. H. GIRASOLES,IZTAPALAPA,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.314545,-99.074007,"19.314545,-99.074007"
209,AV. ZACATLAN,AV. TLAHUAC,SAN LORENZO TEZONCO,IZTAPALAPA,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.306947,-99.066672,"19.306947,-99.066672"
210,AV. CUAUHTEMOC,JARDIN DALIAS,JARDINES DE SAN LORENZO TEZONCO,IZTAPALAPA,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.295928,-99.071207,"19.295928,-99.071207"
211,C. TEZOZOMOC,C. CUAUHTEMOC,PANTEON CIVIL DE IZTAPALAPA,IZTAPALAPA,SIN BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.344346,-99.099492,"19.344346,-99.099492"
212,C. UNION DE COLONOS,C. ALTAMIRANO,SAN MIGUEL TEOTONGO SECC. LAS TORRES,IZTAPALAPA,CON BOTON,CON ALTAVOZ,9m,REPORTE DE FALLA,19.348486,-98.989933,"19.348486,-98.989933"
213,C. CUICACALLI,C. XOCHIQUETZAL,AMPL. FLORES MAGON,IZTAPALAPA,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.348442,-99.100238,"19.348442,-99.100238"
214,C. BANDERA,ENTRE C. MIGUEL DE LA MADRID Y C. 15 DE SEPTIEMBRE,LOMAS DE ZARAGOZA,IZTAPALAPA,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.34987,-98.997043,"19.34987,-98.997043"
215,C. CUAUHTEMOC,C. JACARANDAS,PUEBLO SANTIAGO ACAHUALTEPEC,IZTAPALAPA,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.351072,-99.004067,"19.351072,-99.004067"
216,AV. ESCUINAPA,C. ANACAHIITA,PEDREGAL DE STO. DOMINGO,COYOACAN,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.332279,-99.170712,"19.332279,-99.170712"
217,C. FRANCISCO VILLA,C. MONTE BELLO (C. 16 DE SEPTIEMBRE),IXTLAHUACAN (MIGUEL DE LA MADRID HURTADO,IZTAPALAPA,CON BOTON,CON ALTAVOZ,9m,REPORTE DE FALLA,19.342283,-98.999079,"19.342283,-98.999079"
218,C. PERSEVERANCIA,CDA. PINOS,CITLALI,IZTAPALAPA,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.342459,-99.023384,"19.342459,-99.023384"
219,2DA. CDA. DE MARGARITAS,CERRADA ALTAMIRANO,PALMITAS,IZTAPALAPA,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.333991,-99.023408,"19.333991,-99.023408"
220,C. MANUEL LIRA Y ORTEGA,C. CORONEL LINO MERINO,JUAN ESCUTIA,IZTAPALAPA,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.386764,-99.034595,"19.386764,-99.034595"
221,CDA. PALMITAS,C. RUBEN JARAMILLO,SAN MIGUEL TEOTONGO SECC. PALMAS,IZTAPALAPA,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.340389,-98.993249,"19.340389,-98.993249"
222,C. PERIMETRAL,C. DE LA JARANA,SAN JERONIMO LIDICE,MAGDALENA CONTRERAS,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.331597,-99.212286,"19.331597,-99.212286"
223,AV. SAN JERONIMO,C. LOMAS QUEBRADAS,SAN JERONIMO LIDICE,MAGDALENA CONTRERAS,SIN BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.318354,-99.235119,"19.318354,-99.235119"
224,AV. LUIS CABRERA,PRIV. PRESA REVENTADA,LA MALINCHE,MAGDALENA CONTRERAS,CON BOTON,SIN ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.319443,-99.239328,"19.319443,-99.239328"
225,C. POTRERILLO,C. LA PERAZ,POTRERILLO,MAGDALENA CONTRERAS,CON BOTON,CON ALTAVOZ,9m,REPORTE DE FALLA,19.306891,-99.252855,"19.306891,-99.252855"
226,C. BUENAVISTA,C. EMILIANO ZAPATA,VISTAHERMOSA,MAGDALENA CONTRERAS,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.313569,-99.256476,"19.313569,-99.256476"
227,AV. OAXACA,C. SONORA,HEROES DE PADIERNA,MAGDALENA CONTRERAS,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.315138,-99.226659,"19.315138,-99.226659"
228,C. EMILIO CARRANZA,C. LA MAGDALENA Y BENITO JUAREZ,PUEBLO DE LA MAGDALENA CONTRERAS,MAGDALENA CONTRERAS,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.302673,-99.245641,"19.302673,-99.245641"
229,C. MAR BAFFIN,CALZ. MEXICO-TACUBA,TACUBA,MIGUEL HIDALGO,CON BOTON,CON ALTAVOZ,9m,REPORTE DE FALLA,19.458616,-99.183936,"19.458616,-99.183936"
230,C. LAGO WINNIPEG,C. LAGO ONTARIO,TACUBA,MIGUEL HIDALGO,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.454724,-99.192214,"19.454724,-99.192214"
231,AV. MARINA NACIONAL,ENTRE C. GOLFO DE VIZCAYA Y C. FELIPE CARRILLO PUERTO,TACUBA,MIGUEL HIDALGO,SIN BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.453277,-99.186455,"19.453277,-99.186455"
